dorsal abaxial
imaginary fanciful
notional fanciful
fantastical fantastic
illusionary illusional
illusory illusive
pretend make-believe
delusory deceptive
surreal dreamlike
earthy down-to-earth
hard-nosed hardheaded
practical hardheaded
pragmatic hardheaded
lifelike graphic
pictorial graphic
vivid graphic
true_to_life true-to-life
real veridical
practical virtual
false delusive
wild fantastic
phantasmagorical phantasmagoric
surreal phantasmagoric
surrealistic phantasmagoric
sensible reasonable
commonsensible commonsense
commonsensical commonsense
intelligent healthy
levelheaded healthy
level-headed healthy
sound healthy
well-founded tenable
untenable indefensible
reasonless mindless
senseless mindless
unjustified undue
unwarranted undue
mutual reciprocal
interactive interactional
reciprocatory reciprocative
reciprocatory reciprocative
unreciprocated unanswered
unrequited unanswered
civilised civilized
cultivated civilized
cultured civilized
genteel civilized
polite civilized
mincing dainty
niminy-piminy dainty
prim dainty
twee dainty
debonaire debonair
debonnaire debonair
suave debonair
delicate finespun
gentlemanly gentlemanlike
superfine overrefined
well-mannered well-bred
uncultivated artless
uncultured artless
loutish boorish
neanderthal boorish
neandertal boorish
oafish boorish
swinish boorish
common coarse
rough-cut coarse
uncouth coarse
vulgar coarse
bounderish ill-bred
lowbred ill-bred
rude ill-bred
underbred ill-bred
yokelish ill-bred
ungentlemanlike ungentlemanly
vulcanized cured
vulcanised cured
polished milled
raw natural
rude natural
unvulcanised unvulcanized
processed refined
unprocessed unrefined
crude unrefined
burnt burned
bound bandaged
irrecoverable unrecoverable
unretrievable irretrievable
converted born-again
reborn born-again
unregenerated unregenerate
obdurate cussed
obstinate cussed
unrepentant cussed
unpersuaded unconverted
qualified certified
rule-governed lawful
prescribed official
stock standard
crooked asymmetrical
occasional casual
unconventional improper
unlawful improper
randomised randomized
nonrenewable unrenewable
rectifiable reparable
quotable repeatable
unquotable unrepeatable
repetitious repetitive
reiterative iterative
unsolicited unasked
rhyming rhymed
riming rhymed
unrimed unrhymed
rhymeless unrhymed
rimeless unrhymed
unvarying uniform
polymorphous polymorphic
periodical periodic
oscillating oscillatory
day-to-day daily
day-by-day daily
day-after-day daily
hebdomadal weekly
hebdomadary weekly
biweekly semiweekly
biweekly fortnightly
yearly annual
biannual semiannual
biyearly semiannual
half-yearly semiannual
biyearly biennial
bimestrial bimonthly
bimonthly semimonthly
semestrial semestral
nonperiodic aperiodic
affine affinal
agnatic agnate
paternal agnate
blood-related akin
cognate akin
consanguine akin
consanguineous akin
consanguineal akin
kin akin
descendent descendant
enatic enate
maternal enate
related_to related
attached affiliated
connected affiliated
cognate connate
correlate correlative
correlated correlative
tangential digressive
immaterial extraneous
impertinent extraneous
orthogonal extraneous
unsuitable inapplicable
aware mindful
heedful careful
redolent evocative
remindful evocative
reminiscent evocative
resonant evocative
forgetful unmindful
mindless unmindful
amnesiac amnesic
interchangeable exchangeable
similar exchangeable
standardized exchangeable
standardised exchangeable
unreplaceable irreplaceable
depictive delineative
figurative figural
realistic naturalistic
abstractionist abstract
nonfigurative abstract
nonobjective abstract
formal conventional
schematic conventional
geometrical geometric
allegoric allegorical
emblematical emblematic
symbolic emblematic
symbolical emblematic
unsymbolic nonrepresentative
honored esteemed
prestigious esteemed
good estimable
honorable estimable
respectable estimable
well-thought-of respected
time-honoured time-honored
damaged discredited
infamous ill-famed
notorious ill-famed
shady louche
seedy seamy
sleazy seamy
sordid seamy
squalid seamy
open receptive
acceptant acceptive
unsympathetic closed
unreconcilable irreconcilable
distant aloof
upstage aloof
withdrawn indrawn
engaged booked
set-aside booked
rush first-come-first-serve
resistless irresistible
overwhelming overpowering
bent_on bent
dead_set bent
out_to bent
do-or-die desperate
steadfast firm
steady firm
stiff firm
unbendable firm
unfaltering firm
unshakable firm
unwavering firm
resolved single-minded
stout stalwart
undismayed undaunted
unshaken undaunted
undiscouraged undeterred
vacillating vacillant
wavering vacillant
nice decent
solid upstanding
deferential deferent
regardful deferent
devastating annihilating
withering annihilating
disdainful contemptuous
insulting contemptuous
scornful contemptuous
gibelike derisive
jeering derisive
mocking derisive
taunting derisive
undutiful impious
insolent impudent
snotty-nosed impudent
flip impudent
devil-may-care carefree
freewheeling carefree
happy-go-lucky carefree
harum-scarum carefree
slaphappy carefree
loose idle
respondent answering
low-keyed low-key
subdued low-key
extravagant excessive
exuberant excessive
overweening excessive
unchecked unbridled
uncurbed unbridled
ungoverned unbridled
unlaced unbuttoned
unhindered unhampered
limited circumscribed
out-of-bounds off-limits
constraining confining
constrictive confining
limiting confining
restricting confining
repressive inhibitory
repressing inhibitory
regulatory regulative
recollective retentive
long retentive
tenacious retentive
forgetful unretentive
short unretentive
reticular reticulate
cancellated cancellate
clathrate cancellate
crisscrossed crisscross
interlaced fretted
latticed fretted
latticelike fretted
interrelated interconnected
netlike lacy
netted lacy
webbed lacy
weblike lacy
webby lacy
nonretractable nonretractile
specular mirrorlike
nonreflecting nonreflective
echolike echoic
brilliant bright
reechoing echoing
jingly jingling
resonating resonant
resounding resonant
reverberating resonant
reverberative resonant
tinkly tinkling
nonresonant unreverberant
thudding dull
worshipful adoring
awful awed
reverential respectful
venerating respectful
profane blasphemous
sacrilegious blasphemous
awless aweless
disrespectful aweless
renascent resurgent
revitalised revitalized
unrenewed unrevived
awestruck awed
awestricken awed
awless aweless
unappreciated thankless
ungratifying thankless
declamatory bombastic
large bombastic
orotund bombastic
tumid bombastic
turgid bombastic
ornate flowery
over-embellished empurpled
purple empurpled
magniloquent grandiloquent
tall grandiloquent
poetical poetic
prosaic matter-of-fact
rhythmic rhythmical
cadent cadenced
swinging lilting
swingy lilting
tripping lilting
metrical measured
metric measured
intoned chantlike
singsong chantlike
unrhythmic unrhythmical
arrhythmical arrhythmic
flush affluent
loaded affluent
moneyed affluent
wealthy affluent
easy comfortable
prosperous comfortable
well-fixed comfortable
well-heeled comfortable
well-off comfortable
well-situated comfortable
well-to-do comfortable
bust broke
skint broke
stone-broke broke
stony-broke broke
impoverished destitute
indigent destitute
necessitous destitute
needy destitute
poverty-stricken destitute
impecunious hard_up
in_straitened_circumstances hard_up
penniless hard_up
penurious hard_up
pinched hard_up
gilded deluxe
grand deluxe
luxurious deluxe
opulent deluxe
princely deluxe
sumptuous deluxe
lucullan lavish
lush lavish
plush lavish
plushy lavish
mean beggarly
monied moneyed
belly-up bankrupt
bimanual two-handed
right-hand right
left-hand left
two-handed ambidextrous
old-line oldline
reactionist reactionary
far-right reactionary
right-wing rightist
left-of-center leftist
left-wing leftist
middle-of-the-road centrist
nigh near
larboard port
bicorned bicorn
bicornate bicorn
bicornuate bicorn
bicornuous bicorn
honorable ethical
honourable ethical
criminal condemnable
deplorable condemnable
reprehensible condemnable
vicious condemnable
immoral base
mistaken misguided
just good
upright good
unholy sinful
wicked sinful
burly beefy
husky beefy
strapping beefy
buirdly beefy
chesty big-chested
broad-shouldered big-shouldered
square-shouldered big-shouldered
iron cast-iron
stalwart hardy
stout hardy
sturdy hardy
debile decrepit
feeble decrepit
infirm decrepit
rickety decrepit
sapless decrepit
weak decrepit
weakly decrepit
circular round
global ball-shaped
globose ball-shaped
globular ball-shaped
orbicular ball-shaped
spheric ball-shaped
spherical ball-shaped
bulbous bulblike
bulb-shaped bulblike
discoidal discoid
disklike discoid
disclike discoid
disk-shaped discoid
disc-shaped discoid
moon-round moonlike
sausage-shaped allantoid
amygdaliform almond-shaped
amygdaloid almond-shaped
amygdaloidal almond-shaped
annulate annular
annulated annular
circinate annular
ringed annular
ring-shaped annular
doughnut-shaped annular
aspherical aspheric
ear-shaped auriform
ear-like auriform
crescent-shaped crescent
semilunar crescent
lunate crescent
cycloidal cycloid
cylindric cylindrical
vaulted domed
elliptic egg-shaped
elliptical egg-shaped
oval egg-shaped
oval-shaped egg-shaped
ovate egg-shaped
oviform egg-shaped
ovoid egg-shaped
prolate egg-shaped
ellipsoidal ellipsoid
spheroidal ellipsoid
tongue-shaped lingulate
olive-like olivelike
parabolical parabolic
rodlike rod-shaped
angulate angular
star-shaped asteroid
bicuspidate bicuspid
cuspated cuspate
cusped cuspate
cuspidal cuspate
cuspidate cuspate
cuspidated cuspate
sharp-angled sharp-cornered
tricuspidate tricuspid
pumpkin-shaped oblate
watermelon-shaped prolate
agricultural agrarian
farming agrarian
rustic agrestic
bucolic arcadian
pastoral arcadian
countryfied countrified
rustic countrified
folksy cracker-barrel
homespun cracker-barrel
cityfied citified
city-bred citified
city-born citified
urbanised urbanized
rustproofed rustproof
undersealed undercoated
blessed beatified
sacred consecrated
sanctified consecrated
sacred hallowed
unhallowed unholy
unconsecrated profane
unsanctified profane
unnameable ineffable
unspeakable ineffable
unutterable ineffable
inviolate inviolable
sacrosanct inviolable
spiritual religious
sublime reverend
tabu taboo
secular profane
lay laic
secular laic
riskless risk-free
unhazardous risk-free
unhurt safe_and_sound
unsafe dangerous
chanceful chancy
dicey chancy
dodgy chancy
risky hazardous
wild hazardous
perilous parlous
precarious parlous
touch-and-go parlous
suicidal self-destructive
unreliable treacherous
saleable salable
merchantable marketable
sellable marketable
vendable marketable
vendible marketable
unsaleable unsalable
unmerchantable unmarketable
unvendible unmarketable
corresponding comparable
like comparable
indistinguishable identical
synoptical synoptic
antithetical antithetic
various assorted
contrastive contrasting
diametrical diametric
opposite diametric
polar diametric
distinguishable distinct
various diverse
diverse divers
aforementioned aforesaid
said aforesaid
selfsame identical
very identical
some_other another
kindred akin
correspondent analogous
mistakable confusable
of_sound_mind compos_mentis
in_her_right_mind in_his_right_mind
in_their_right_minds in_his_right_mind
amok amuck
berserk amuck
demoniac amuck
demoniacal amuck
possessed amuck
barmy balmy
bats balmy
batty balmy
bonkers balmy
buggy balmy
cracked balmy
crackers balmy
daft balmy
dotty balmy
fruity balmy
haywire balmy
kooky balmy
kookie balmy
loco balmy
loony balmy
loopy balmy
nuts balmy
nutty balmy
round_the_bend balmy
around_the_bend balmy
wacky balmy
whacky balmy
crazy brainsick
demented brainsick
disturbed brainsick
mad brainsick
