dorsal abaxial
unstarred unasterisked
united joined
wedded wed
single unmarried
unwedded unwed
macho butch
manful male
manlike male
manly male
virile male
distaff female
maidenly maidenlike
feminine womanly
tomboyish hoydenish
co-ordinated coordinated
matching coordinated
matching duplicate
twin duplicate
twinned duplicate
paired mated
incompatible ill-sorted
mismated ill-sorted
unsuited ill-sorted
unmatched odd
unmated odd
unpaired odd
big adult
full-grown adult
fully_grown adult
grown adult
grownup adult
efflorescent abloom
matured full-blown
nubile marriageable
meridian prime
embryologic embryonic
embryonal embryonic
prepubertal prepubescent
mellowed mellow
jejune adolescent
juvenile adolescent
puerile adolescent
infantile childish
mature ripe
ripened aged
mellowed mellow
unripe green
unripened green
immature green
year-around year-round
maximum maximal
minimum minimal
marginal borderline
token nominal
tokenish nominal
stripped-down stripped
substantive meaty
pregnant meaning
significant meaning
nonmeaningful meaningless
hollow empty
vacuous empty
nonsensical nonsense
mensurable measurable
unmeasurable immeasurable
immensurable immeasurable
unmeasured immeasurable
limitless illimitable
measureless illimitable
automatonlike automatic
machinelike automatic
robotlike automatic
robotic automatic
mechanised mechanized
unmechanised unmechanized
melodic melodious
musical melodious
songlike ariose
songful canorous
singing cantabile
honeyed dulcet
mellifluous dulcet
mellisonant dulcet
sweet dulcet
unmelodic unmelodious
unmusical unmelodious
melodious tuneful
untuneful tuneless
unmelodious tuneless
3-membered three-membered
4-membered four-membered
5-membered five-membered
6-membered six-membered
7-membered seven-membered
8-membered eight-membered
9-membered nine-membered
10-membered ten-membered
nonmusical unmusical
nonmusical unmusical
liquid melted
liquified melted
liquefied molten
liquified molten
unmerciful merciless
fierce cutthroat
bowelless cutthroat
remorseless pitiless
ruthless pitiless
unpitying pitiless
metabolous metabolic
ametabolous ametabolic
soft gentle
temperate moderate
big bad
unrelenting brutal
overwhelming consuming
keen exquisite
utmost extreme
uttermost extreme
tearing fierce
vehement fierce
violent fierce
trigger-happy fierce
terrible severe
wicked severe
deep thick
wild violent
participating active
interested concerned
entangled embroiled
concerned implicated
up_to_my_neck neck-deep
up_to_your_neck neck-deep
up_to_her_neck neck-deep
up_to_his_neck neck-deep
up_to_our_necks neck-deep
up_to_their_necks neck-deep
soldierlike soldierly
warriorlike soldierly
martial soldierly
martial warlike
nonmilitary unmilitary
eased alleviated
relieved alleviated
satisfied quenched
slaked quenched
complete arrant
consummate arrant
double-dyed arrant
everlasting arrant
gross arrant
perfect arrant
pure arrant
sodding arrant
stark arrant
staring arrant
thoroughgoing arrant
utter arrant
unadulterated arrant
blinking bally
bloody bally
blooming bally
crashing bally
flaming bally
fucking bally
unrelieved undiminished
treated tempered
hardened tempered
toughened tempered
unhardened untempered
unannealed brittle
ambulatory ambulant
manoeuvrable maneuverable
mechanised mechanized
motorized mechanized
moveable movable
transferable movable
transferrable movable
transportable movable
raiseable raisable
immoveable immovable
stabile immovable
unmovable immovable
immotile nonmotile
take-away takeout
extractible extractable
metal metallic
gold-bearing auriferous
bimetallic bimetal
golden gold
gilded gold
metal-looking metallike
metallic-looking metallike
nonmetal nonmetallic
hemimetabolic hemimetabolous
hemimetamorphous hemimetabolous
hemimetamorphic hemimetabolous
heterometabolic heterometabolous
holometabolous holometabolic
intermediate average
medium average
conservative cautious
fairish fair
reasonable fair
small modest
overdone exaggerated
overstated exaggerated
inordinate excessive
undue excessive
unreasonable excessive
extortionate exorbitant
outrageous exorbitant
steep exorbitant
unconscionable exorbitant
usurious exorbitant
over-the-top extraordinary
sinful extraordinary
radical extremist
ultra extremist
modern-day contemporary
redbrick red-brick
mediaeval medieval
gothic medieval
demure coy
overmodest coy
unassuming retiring
uppity overweening
altered adapted
qualified restricted
monotone flat
monotonic flat
monotonous flat
monecious monoecious
monoicous monoecious
polyoicous heteroicous
polygamous heteroicous
synoecious synoicous
dioecian dioecious
monodical monodic
contrapuntal polyphonic
monogynic monogynous
univalent monovalent
multivalent polyvalent
double bivalent
monotone monotonic
clean-living clean
degenerate debauched
degraded debauched
dissipated debauched
dissolute debauched
libertine debauched
profligate debauched
riotous debauched
fast debauched
scandalous disgraceful
shameful disgraceful
shocking disgraceful
extramarital adulterous
extracurricular adulterous
many_an many_a
many_another many_a
legion numerous
umteen umpteen
a_couple_of a_few
slight little
more_than more
unfading amaranthine
undying deathless
impelled driven
reasonless causeless
unprovoked motiveless
wanton motiveless
motorised motorized
motored motorized
unmotorised unmotorized
motorless unmotorized
affected moved
stirred moved
touched moved
unaffected unmoved
untouched unmoved
poignant affecting
touching affecting
soul-stirring stirring
ahorseback ahorse
self-propelled automotive
self-propelling automotive
flying fast-flying
flaring aflare
wriggling wiggly
wriggly wiggly
writhing wiggly
unmoving nonmoving
motionless inactive
static inactive
still inactive
set fixed
rigid fixed
rooted frozen
stock-still frozen
cut mown
uncut unmown
seamanly seamanlike
landlubberly lubberly
world-wide worldwide
nationalistic nationalist
planetary global
world global
worldwide global
world-wide global
internationalistic internationalist
transnational multinational
uncolored unbleached
undyed unbleached
unreal artificial
staged arranged
colored bleached
coloured bleached
dyed bleached
unlifelike cardboard
synthetic celluloid
conventionalised conventionalized
stylized conventionalized
stylised conventionalized
substitute ersatz
false fake
faux fake
imitation fake
simulated fake
semisynthetic man-made
synthetic man-made
ghostlike apparitional
ghostly apparitional
phantasmal apparitional
spectral apparitional
spiritual apparitional
weird eldritch
uncanny eldritch
unearthly eldritch
fey elfin
magic charming
magical charming
sorcerous charming
witching charming
wizard charming
wizardly charming
marvellous marvelous
miraculous marvelous
otherworldly nonnatural
preternatural nonnatural
transcendental nonnatural
last final
net final
indispensable essential
needful needed
required needed
requisite needed
unneeded unnecessary
extra excess
redundant excess
spare excess
supererogatory excess
superfluous excess
supernumerary excess
surplus excess
needless gratuitous
uncalled-for gratuitous
nett net
psychoneurotic neurotic
aboulic abulic
maladjusted disturbed
hypochondriacal hypochondriac
hysterical hysteric
megalomanic megalomaniacal
nymphomaniac nymphomaniacal
obsessive obsessional
awful nasty
filthy dirty
lousy dirty
mean hateful
ennobling dignifying
elevated exalted
sublime exalted
grand exalted
high-flown exalted
high-minded exalted
lofty exalted
rarefied exalted
rarified exalted
idealistic exalted
noble-minded exalted
magnanimous greathearted
mean base
meanspirited base
aristocratical aristocratic
blue aristocratic
blue-blooded aristocratic
gentle aristocratic
patrician aristocratic
grand august
lordly august
highborn coroneted
titled coroneted
majestic imperial
purple imperial
regal imperial
royal imperial
kinglike kingly
monarchical monarchal
queenlike queenly
baseborn base
humble base
lowly base
plebeian common
vulgar common
unwashed common
ungentle ignoble
untitled ignoble
mean average
average median
average modal
unnatural abnormal
deviant aberrant
deviate aberrant
irregular atypical
brachydactylous brachydactylic
perverted kinky
psychical psychic
supranormal supernormal
northward northbound
northern northerly
northern northerly
northmost northernmost
northeasterly northeastern
northeast northeastern
northeast northeasterly
northwesterly northwestern
northwest northwestern
northwest northwesterly
southward southbound
southern southerly
southern southerly
southmost southernmost
southeastern southeast
southeasterly southeast
southeast southeasterly
southwestern southwest
southwesterly southwest
southwest southwesterly
circumboreal boreal
Federal union
gray grey
pug-nose pug-nosed
short-nosed pug-nosed
snub-nosed pug-nosed
forgotten disregarded
neglected ignored
unheeded ignored
unmarked overlooked
unnoted overlooked
unremarked unperceived
perceived sensed
unseen unobserved
discovered ascertained
observed ascertained
deadly baneful
pernicious baneful
pestilent baneful
degrading corrupting
vesicant vesicatory
biddable acquiescent
duteous dutiful
obstinate contrary
perverse contrary
wayward contrary
refractory fractious
recalcitrant fractious
headstrong froward
self-willed froward
willful froward
wilful froward
noticeable obtrusive
unnoticeable unobtrusive
nonsubjective objective
neutral impersonal
unverifiable unobjective
obliged duty-bound
evident apparent
manifest apparent
patent apparent
plain apparent
unmistakable apparent
self-evident axiomatic
taken_for_granted axiomatic
provable demonstrable
barred barricaded
blockaded barricaded
plugged blocked
clogged choked
stalemated deadlocked
stopped-up stopped
stopped_up stopped
open clear
engaged busy
in_use busy
free spare
detestable abhorrent
obscene abhorrent
repugnant abhorrent
repulsive abhorrent
ghastly charnel
sepulchral charnel
disgustful disgusting
distasteful disgusting
foul disgusting
loathly disgusting
loathsome disgusting
repellent disgusting
repellant disgusting
repelling disgusting
revolting disgusting
skanky disgusting
wicked disgusting
yucky disgusting
morbid ghoulish
horrid hideous
horrific hideous
outrageous hideous
obnoxious objectionable
unobjectionable innocuous
savoury savory
unsavoury unsavory
offensive unsavory
opprobrious abusive
scurrilous abusive
unoffending inoffensive
offenceless offenseless
attacking assaultive
tip-and-run hit-and-run
invading incursive
invasive incursive
predatory marauding
raiding marauding
violative offensive
excusatory apologetic
justificative defensive
justificatory defensive
authorized authoritative
authorised authoritative
formalised formalized
summary drumhead
loose informal
unauthorised unauthorized
wildcat unauthorized
constituted established
deep-seated deep-rooted
implanted deep-rooted
ingrained deep-rooted
planted deep-rooted
well-grooved grooved
recognised recognized
self-established self-constituted
unrecognised unrecognized
learned conditioned
innate unconditioned
unlearned unconditioned
on-the-scene on-the-spot
antique age-old
antiquated antediluvian
archaic antediluvian
hand-down hand-me-down
rusty hoary
used secondhand
yellowed yellow
bran-new brand-new
spic-and-span brand-new
spick-and-span brand-new
red-hot hot
new-sprung newborn
refreshing novel
parvenue parvenu
radical revolutionary
untried untested
elderly aged
older aged
senior aged
of_age aged
ageing aging
senescent aging
doddery doddering
gaga doddering
senile doddering
gray grey
grey-haired grey
gray-haired grey
grey-headed grey
gray-headed grey
grizzly grey
hoar grey
hoary grey
white-haired grey
overaged overage
superannuated overage
over-the-hill overage
immature young
teen adolescent
teenage adolescent
teenaged adolescent
boylike boyish
schoolboyish boyish
childly childlike
schoolgirlish girlish
small little
preadolescent preteen
puppylike puppyish
vernal youthful
young youthful
online on-line
connected machine-accessible
online on-line
cancelled off
offsides offside
unfastened open
unopen shut
closed shut
out_of_use blocked
opened open
gaping agape
staring agaze
wide wide-eyed
shut closed
winking blinking
tight compressed
squinting squinched
boxed-in boxed
boxed_in boxed
capsulated capsulate
closed_in closed
encircled surrounded
hypethral hypaethral
broached abroach
combat-ready active
fighting active
inactive nonoperational
right good
ripe good
seasonable timely
well-timed timely
well_timed timely
unseasonable ill-timed
untimely ill-timed
wrong ill-timed
apposable opposable
paired opposite
pollyannaish cheerful
upbeat cheerful
rosy rose-colored
demoralised demoralized
discouraged demoralized
disheartened demoralized
rambunctious boisterous
robustious boisterous
rumbustious boisterous
unruly boisterous
moblike mobbish
rowdy raucous
bare-knuckle rough-and-tumble
bare-knuckled rough-and-tumble
sequent consecutive
sequential consecutive
serial consecutive
successive consecutive
unordered disordered
disorganised disorganized
confused broken
disordered broken
upset broken
helter-skelter chaotic
snafu fucked-up
undone unstuck
incorporated corporate
reorganised reorganized
unorganised unorganized
fair average
mediocre average
middling average
nondescript characterless
cut-and-dry cut-and-dried
mundane everyday
quotidian everyday
routine everyday
unremarkable everyday
workaday everyday
so-so indifferent
run-of-the-mine run-of-the-mill
mine_run run-of-the-mill
unexceptional run-of-the-mill
exceptional exceeding
olympian exceeding
prodigious exceeding
surpassing exceeding
grand fantastic
howling fantastic
marvelous fantastic
marvellous fantastic
rattling fantastic
terrific fantastic
tremendous fantastic
wonderful fantastic
wondrous fantastic
terrible frightful
awful frightful
tremendous frightful
uncanny preternatural
uncommon rare
singular remarkable
structured integrated
unstructured amorphous
atomistical atomistic
ordered arranged
set laid
orientated oriented
familiarized adjusted
familiarised adjusted
destined bound
homeward-bound homeward
anomic alienated
disoriented alienated
disoriented confused
lost confused
orientating orienting
positioning aligning
familiarising familiarizing
daring avant-garde
freehanded freehand
new fresh
novel fresh
originative germinal
seminal germinal
innovational innovative
groundbreaking innovative
new newfangled
commonplace banal
hackneyed banal
old-hat banal
shopworn banal
stock banal
threadbare banal
timeworn banal
tired banal
trite banal
well-worn banal
corny bromidic
platitudinal bromidic
platitudinous bromidic
ready-made cliched
stale cold
dusty cold
moth-eaten cold
canonical canonic
sanctioned canonic
conformist conforming
established conventional
recusant dissentient
heretical dissident
heterodox dissident
nonconformist nonconforming
out-of-door outdoor
outside outdoor
open-air alfresco
arillate ariled
clothed cloaked
draped cloaked
mantled cloaked
wrapped cloaked
encrusted crusted
crusty crusted
crustlike crusted
spattered dabbled
splashed dabbled
splattered dabbled
drenched_in drenched
dust-covered dusty
mossy moss-grown
sealed plastered
snow-covered snow-clad
snowy snow-clad
snowy white
denuded bald
denudate bald
curly-leafed curly-leaved
fan-leafed fan-leaved
fine-leafed fine-leaved
foliose foliaceous
foliaged foliaceous
grassy-leafed grassy-leaved
ivy-covered ivied
large-leafed large-leaved
leaved leafed
leaf-like leaflike
leather-leafed leather-leaved
petal-like petallike
pinnate-leafed pinnate-leaved
prickly-leafed prickly-leaved
silky-leafed silky-leaved
silvery-leaved silver-leaved
silver-leafed silver-leaved
silvery-leafed silver-leaved
spiny-leafed spiny-leaved
two-leafed two-leaved
defoliated defoliate
two-lipped bilabiate
liplike labiate
unlipped lipless
open overt
barefaced bald
raw naked
backstairs backstair
furtive backstair
cloak-and-dagger clandestine
hole-and-corner clandestine
hugger-mugger clandestine
hush-hush clandestine
secret clandestine
surreptitious clandestine
undercover clandestine
underground clandestine
conniving collusive
disguised cloaked
masked cloaked
under-the-table sub-rosa
behind-the-scenes sub-rosa
subterraneous subterranean
ulterior subterranean
unrevealed undisclosed
paying compensable
remunerative compensable
salaried compensable
stipendiary compensable
remunerated compensated
salaried compensated
stipendiary compensated
free-lance mercenary
freelance mercenary
prepaid postpaid
costless complimentary
free complimentary
gratis complimentary
gratuitous complimentary
owing outstanding
undischarged outstanding
unsalaried uncompensated
achy aching
agonised agonized
agonising agonizing
excruciating agonizing
harrowing agonizing
torturing agonizing
torturous agonizing
torturesome agonizing
bitter biting
galled chafed
wrenching racking
sore sensitive
raw sensitive
tender sensitive
unpainful pain-free
varnished stained
unfinished bare
unvarnished unstained
represented delineated
delineate delineated
pictured depicted
portrayed depicted
diagrammatical diagrammatic
unpictured undepicted
toothsome palatable
unsavory distasteful
unsavoury distasteful
tangible palpable
subtle elusive
nonintersecting nonconvergent
cata-cornered catacorner
catercorner catacorner
cater-cornered catacorner
catty-corner catacorner
catty-cornered catacorner
kitty-corner catacorner
kitty-cornered catacorner
sideways crabwise
rectangular orthogonal
forgivable excusable
venial excusable
venial minor
mortal deadly
unforgivable inexcusable
insupportable indefensible
unjustifiable indefensible
unwarrantable indefensible
unwarranted indefensible
maternal parental
paternal parental
colored biased
coloured biased
one-sided biased
slanted biased
cold-eyed dispassionate
unbiased indifferent
unbiassed indifferent
climbable surmountable
travelable traversable
unpassable impassable
unclimbable unsurmountable
aflame ablaze
aroused ablaze
fervent ardent
fervid ardent
fiery ardent
impassioned ardent
perfervid ardent
torrid ardent
fanatical fanatic
overzealous fanatic
rabid fanatic
lusty lustful
concupiscent lustful
agone ago
bypast bygone
departed bygone
foregone bygone
gone bygone
knightly chivalric
medieval chivalric
former early
other early
former erstwhile
old erstwhile
onetime erstwhile
one-time erstwhile
quondam erstwhile
sometime erstwhile
late former
previous former
historical historic
recent late
prehistorical prehistoric
ult ultimo
inst instant
coming approaching
forthcoming approaching
upcoming approaching
rising emerging
prox proximo
parentless unparented
fatherlike fatherly
wifelike wifely
uxorial wifely
persevering diligent
long-suffering enduring
longanimous forbearing
patient_of tolerant
patronised patronized
unpatronised unpatronized
patronless unpatronized
prepacked prepackaged
loyal patriotic
flag-waving chauvinistic
jingoistic chauvinistic
nationalistic chauvinistic
ultranationalistic chauvinistic
superpatriotic chauvinistic
disloyal unpatriotic
peaceable peaceful
peaceable pacific
pacifistic pacifist
dovish pacifist
peace-loving peaceable
militant belligerent
war-ridden belligerent
warring belligerent
hawkish militant
warlike militant
tempestuous stormy
repentant penitent
remorseful contrite
rueful contrite
ruthful contrite
penitentiary penitential
unrepentant impenitent
unremorseful impenitent
discriminating acute
incisive acute
keen acute
knifelike acute
penetrating acute
penetrative acute
piercing acute
sharp acute
discerning apprehensive
observing observant
sharp-sighted quick-sighted
sharp-eyed quick-sighted
unperceiving unperceptive
unseeing unobservant
noticeable detectable
weak faint
unperceivable imperceptible
incognoscible incognizable
insensible indiscernible
undetectable indiscernible
consummate complete
down_pat down
mastered down
immaculate faultless
impeccable faultless
unflawed flawless
idealised idealized
undefiled uncorrupted
flawed blemished
corrupted corrupt
faulty defective
putrescible decayable
putrefiable decayable
spoilable decayable
indestructible durable
perdurable durable
undestroyable durable
lasting permanent
enduring abiding
imperishable abiding
aeonian ageless
eonian ageless
eternal ageless
everlasting ageless
perpetual ageless
unending ageless
unceasing ageless
temporary impermanent
passing ephemeral
short-lived ephemeral
transient ephemeral
transitory ephemeral
fugacious ephemeral
jury-rigged improvised
makeshift improvised
pro_tempore pro_tem
lasting persistent
shed caducous
two-sided reversible
one-sided nonreversible
revokable revocable
voidable rescindable
irrevokable irrevocable
allowable permissible
out forbidden
prohibited forbidden
proscribed forbidden
taboo forbidden
tabu forbidden
verboten forbidden
admittible admittable
lenient indulgent
soft indulgent
preventative preventive
hindering clogging
impeding clogging
obstructive clogging
frustrative frustrating
thwarting frustrating
precautional precautionary
obviating preclusive
pre-emptive preemptive
prohibitory prohibitive
nonplused at_a_loss
nonplussed at_a_loss
puzzled at_a_loss
befuddled baffled
bemused baffled
bewildered baffled
confounded baffled
confused baffled
lost baffled
mazed baffled
mixed-up baffled
at_sea baffled
metagrobolised metagrobolized
metagrabolized metagrobolized
metagrabolised metagrobolized
mystified metagrobolized
quizzical questioning
unconfused unbaffled
private individual
individualised individualized
personalized individualized
personalised individualized
in_the_flesh in-person
ain own
ingratiatory coaxing
telling cogent
weighty cogent
glib-tongued glib
smooth-tongued glib
cautionary admonitory
exemplary admonitory
monitory admonitory
warning admonitory
thick dense
water-resistant water-repellent
imperviable impervious
moth-resistant mothproof
ladder-proof runproof
run-resistant runproof
petaled petalous
petalled petalous
four-petalled four-petaled
five-petalled five-petaled
sympetalous gamopetalous
three-petalled three-petaled
petalless apetalous
psychotropic psychoactive
mind-blowing mind-bending
carnal animal
fleshly animal
sensual animal
corporal bodily
corporeal bodily
somatic bodily
physiological physiologic
somatogenetic somatogenic
rational intellectual
noetic intellectual
psychical psychic
reverent godly
worshipful godly
pietistic holier-than-thou
pietistical holier-than-thou
pharisaic holier-than-thou
pharisaical holier-than-thou
sanctimonious holier-than-thou
self-righteous holier-than-thou
irreverent godless
god-fearing devout
atheistical atheistic
unbelieving atheistic
heathenish heathen
pagan heathen
ethnic heathen
nonchurchgoing lapsed
conciliable appeasable
inexorable grim
relentless grim
stern grim
unappeasable grim
unforgiving grim
unrelenting grim
unpatterned plain
solid-coloured solid-colored
blotchy blotched
splotched blotched
brindle brindled
brinded brindled
tabby brindled
brownish-speckled brown-speckled
brownish-striped brown-striped
checkered checked
chequered checked
mottled dappled
flecked dotted
specked dotted
speckled dotted
stippled dotted
flowered floral
lentiginous freckled
lentiginose freckled
marbleized marbled
marbleised marbled
watered moire
spotty patched
spotted patched
pointillistic pointillist
reddish-striped red-striped
red-streaked red-striped
streaky streaked
stripy striped
venose veined
veinlike veined
severe austere
stark austere
stern austere
mere bare
simple bare
unelaborate inelaborate
trim tailored
florid aureate
flamboyant aureate
churrigueresque baroque
churrigueresco baroque
fussy busy
luxuriant elaborate
battlemented embattled
castled embattled
castellated embattled
lacelike lacy
puffed puff
vermiculate vermicular
vermiculated vermicular
predetermined preset
chance casual
uncontrived unstudied
pat glib
slick glib
unbelievable improbable
unconvincing improbable
unlikely improbable
gratifying enjoyable
pleasurable enjoyable
acerbic acerb
acid acerb
acrid acerb
bitter acerb
blistering acerb
caustic acerb
sulfurous acerb
sulphurous acerb
virulent acerb
vitriolic acerb
hellish beastly
god-awful beastly
forbidding dour
grim dour
mortifying embarrassing
rough harsh
painful afflictive
sore afflictive
repellent rebarbative
repellant rebarbative
sharp-worded sharp
tart sharp
diverted amused
entertained amused
encouraged bucked_up
irritated annoyed
miffed annoyed
nettled annoyed
peeved annoyed
pissed annoyed
pissed_off annoyed
riled annoyed
roiled annoyed
steamed annoyed
stung annoyed
cheesed_off exasperated
browned_off exasperated
fed_up disgusted
sick disgusted
sick_of disgusted
tired_of disgusted
pained offended
delicious delightful
fab fabulous
sweet gratifying
upsetting disconcerting
infuriating exasperating
maddening exasperating
vexing exasperating
acanthous acanthoid
spinous acanthoid
acute acuate
sharp acuate
needlelike acuate
barrelled barreled
spindle-shaped fusiform
cigar-shaped fusiform
pyramidic pyramidal
pyramidical pyramidal
unpointed pointless
burnished bright
lustrous bright
shining bright
shiny bright
unwise inexpedient
unpolitical apolitical
favourite favorite
touristy touristed
optimistic affirmative
counter antagonistic
neutralised neutralized
confirming positive
disconfirming negative
achievable accomplishable
doable accomplishable
manageable accomplishable
realizable accomplishable
assertable affirmable
come-at-able attainable
executable feasible
practicable feasible
viable feasible
workable feasible
infeasible impracticable
unfeasible impracticable
unworkable impracticable
unattainable unachievable
undoable unachievable
unrealizable unachievable
strong potent
stiff potent
ineffectual ineffective
unable ineffective
virile potent
all-powerful almighty
omnipotent almighty
strong potent
reigning regnant
ruling regnant
nerveless feeble
incapacitated helpless
high-potential high-voltage
low-voltage low-tension
important authoritative
powerful potent
naturalised naturalized
rootbound potbound
sown seeded
self-sown self-seeded
self-sowed self-seeded
unsown unseeded
ploughed plowed
unploughed unplowed
unbroken unplowed
uncultivatable uncultivable
applicatory applicative
pragmatic matter-of-fact
pragmatical matter-of-fact
practicable operable
half-baked crazy
screwball crazy
softheaded crazy
meshugga meshugge
meshuga meshugge
meshuggeneh meshugge
meshuggener meshugge
romantic quixotic
wild-eyed quixotic
hairsplitting finespun
punctilious meticulous
skillful nice
on_the_button on_the_nose
half-witted backward
slow-witted backward
feebleminded backward
imbecilic imbecile
idiotic imbecile
simple dim-witted
simple-minded dim-witted
freakish capricious
occasional episodic
planned aforethought
plotted aforethought
fitted_out equipped
extemporaneous ad-lib
extemporary ad-lib
extempore ad-lib
impromptu ad-lib
offhand ad-lib
offhanded ad-lib
off-the-cuff ad-lib
unrehearsed ad-lib
over-the-counter nonprescription
ubiquitous omnipresent
awol truant
pretentious ostentatious
showy flamboyant
splashy flamboyant
unpretentious unostentatious
unpretending unostentatious
restrained quiet
arty-crafty artsy-craftsy
overblown grandiloquent
pompous grandiloquent
pontifical grandiloquent
portentous grandiloquent
hifalutin grandiose
highfalutin grandiose
highfaluting grandiose
hoity-toity grandiose
la-di-da grandiose
high-sounding high-flown
inflated high-flown
parvenu nouveau-riche
parvenue nouveau-riche
upstart nouveau-riche
special particular
alternative alternate
substitute alternate
subsidiary auxiliary
supplemental auxiliary
supplementary auxiliary
substitute utility
base basal
elemental elementary
primary elementary
rudimentary fundamental
underlying fundamental
incident incidental
parenthetical parenthetic
cliquish clannish
clubby clannish
snobbish clannish
snobby clannish
reclusive cloistered
secluded cloistered
sequestered cloistered
secret confidential
backstage offstage
secluded privy
secret privy
head-to-head tete-a-tete
unrestricted unexclusive
only alone
inner inside
privileged inside
disadvantaged deprived
amentaceous amentiferous
cultivable arable
cultivatable arable
tillable arable
fertile fecund
prolific fecund
fruitless bootless
futile bootless
sleeveless bootless
vain bootless
productive generative
exploitatory exploitative
exploitive exploitative
consistent reproducible
duplicatable duplicable
irreproducible unreproducible
paid nonrecreational
recreational amateur
unpaid amateur
amateur amateurish
inexpert amateurish
unskilled amateurish
juicy fat
paid gainful
paying gainful
moneymaking lucrative
remunerative lucrative
idle dead
ostensible apparent
seeming apparent
dilettantish dilettante
dilettanteish dilettante
sciolistic dilettante
sounding looking
prognathic prognathous
hypognathous prognathous
forward-looking advanced
innovative advanced
modern advanced
forward advancing
forward-moving advancing
modernised modernized
throwback atavistic
retrogressive retrograde
reverting returning
unmodernised unmodernized
rolling rolled
trilled rolled
comely becoming
comme_il_faut becoming
decent becoming
decorous becoming
seemly becoming
right correct
right correct
prim priggish
prissy priggish
prudish priggish
puritanical priggish
square-toed priggish
straitlaced priggish
strait-laced priggish
straightlaced priggish
straight-laced priggish
tight-laced priggish
victorian priggish
indecorous indecent
unbecoming indecent
uncomely indecent
unseemly indecent
untoward indecent
incorrect wrong
prophetical prophetic
foreshadowing adumbrative
prefigurative adumbrative
apocalyptical apocalyptic
revelatory apocalyptic
precognitive clairvoyant
second-sighted clairvoyant
oracular delphic
mantic divinatory
sibylline divinatory
sibyllic divinatory
vatic divinatory
vatical divinatory
foreboding fateful
portentous fateful
premonitory precursory
prognostic predictive
prognosticative predictive
potential likely
retroactive ex_post_facto
retro ex_post_facto
fortified bastioned
open exposed
defenseless naked
prophylactic cautionary
prophylactic contraceptive
antifertility contraceptive
tutelary custodial
tutelar custodial
chesty arrogant
self-important arrogant
swelled big
vainglorious big
persnickety bigheaded
snooty bigheaded
snot-nosed bigheaded
snotty bigheaded
stuck-up bigheaded
too_big_for_one's_breeches bigheaded
uppish bigheaded
braggart boastful
bragging boastful
braggy boastful
big boastful
cock-a-hoop boastful
crowing boastful
self-aggrandizing boastful
self-aggrandising boastful
self-respecting dignified
self-respectful dignified
haughty disdainful
imperious disdainful
lordly disdainful
overbearing disdainful
prideful disdainful
sniffy disdainful
supercilious disdainful
swaggering disdainful
egotistic conceited
egotistical conceited
self-conceited conceited
swollen conceited
swollen-headed conceited
vain conceited
proud_of pleased
crushed broken
humbled broken
humiliated broken
low broken
mild meek
modest meek
proven proved
tried tested
well-tried tested
unproven unproved
thrifty careful
farsighted farseeing
foresighted farseeing
foresightful farseeing
prospicient farseeing
long farseeing
longsighted farseeing
shortsighted short
unforesightful short
myopic short
agitating agitative
provoking agitative
intriguing challenging
incitive incendiary
inflammatory incendiary
instigative incendiary
rabble-rousing incendiary
seditious incendiary
unprovoking unprovocative
discreet circumspect
wise judicious
heady judicious
ill-judged ill-considered
improvident ill-considered
shortsighted ill-considered
late belated
tardy belated
nighted benighted
undisciplined uncorrected
punitory punitive
relatiative retaliatory
retributive retaliatory
retributory retaliatory
vindicatory retaliatory
full-blood full-blooded
blooded full-blooded
pedigreed pedigree
pureblood pedigree
pureblooded pedigree
thoroughbred pedigree
intercrossed hybrid
half-bred half-blooded
half-breed half-blooded
undefiled immaculate
maculate defiled
fresh clean
clear clean
light clean
unclouded clean
sheer plain
unmingled plain
unmixed plain
unpolluted uncontaminated
technical_grade technical-grade
adulterated adulterate
debased adulterate
bastardised bastardized
polluted contaminated
dingy dirty
muddied dirty
muddy dirty
earnest businesslike
purposive goal-directed
purpose-made purpose-built
afloat adrift
aimless adrift
directionless adrift
planless adrift
rudderless adrift
undirected adrift
house-trained housebroken
pot-trained potty-trained
toilet-trained potty-trained
naive primitive
weasel-worded hedged
modified limited
categorical categoric
flat categoric
unconditional categoric
clear clean
straight-out outright
unlimited outright
denary decimal
numerical numeric
so-called alleged
supposed alleged
problematic debatable
problematical debatable
dubious doubtful
dubitable doubtful
in_question doubtful
funny fishy
shady fishy
suspect fishy
suspicious fishy
soi-disant self-styled
indubitable beyond_doubt
soundless silent
still silent
clamant blatant
clamorous blatant
strident blatant
vociferous blatant
buzzing abuzz
clanging clangorous
screaky creaky
rip-roaring rackety
uproarious rackety
wheezy reedy
reposeful restful
relaxing restful
slumbrous slumberous
uneasy restless
riotous disruptive
troubled disruptive
tumultuous disruptive
turbulent disruptive
squalling squally
hit-or-miss haphazard
logical coherent
lucid coherent
demythologised demythologized
reasoning intelligent
thinking intelligent
sane reasonable
unreasoning blind
intellectual cerebral
excited activated
indifferent inert
neutral inert
primed fit
set fit
ready_and_waiting waiting
off-guard napping
off_guard napping
off_one's_guard napping
off_his_guard napping
off_her_guard napping
off_your_guard napping
existent real
factual actual
documentary objective
pictured envisioned
visualized envisioned
visualised envisioned
trompe-l'oeil eye-deceiving
legendary fabled
fancied fabricated
fictional fabricated
fictitious fabricated
mythic fabulous
mythical fabulous
mythologic fabulous
mythological fabulous
