dorsal abaxial
genus_Hyperoodon hyperoodon
bottlenose_whale bottle-nosed_whale
bottlenose bottle-nosed_whale
Hyperoodon_ampullatus bottle-nosed_whale
family_Delphinidae delphinidae
genus_Delphinus delphinus
Delphinus_delphis common_dolphin
genus_Tursiops tursiops
bottle-nosed_dolphin bottlenose_dolphin
bottlenose bottlenose_dolphin
Tursiops_truncatus atlantic_bottlenose_dolphin
Tursiops_gilli pacific_bottlenose_dolphin
genus_Phocoena phocoena
herring_hog harbor_porpoise
Phocoena_phocoena harbor_porpoise
Phocoena_sinus vaquita
Grampus_griseus grampus
genus_Orcinus orcinus
killer killer_whale
orca killer_whale
grampus killer_whale
sea_wolf killer_whale
Orcinus_orca killer_whale
genus_Globicephala globicephala
black_whale pilot_whale
common_blackfish pilot_whale
blackfish pilot_whale
Globicephala_melaena pilot_whale
family_Platanistidae platanistidae
family_Monodontidae monodontidae
genus_Monodon monodon
narwal narwhal
narwhale narwhal
Monodon_monoceros narwhal
genus_Delphinapterus delphinapterus
beluga white_whale
Delphinapterus_leucas white_whale
order_Sirenia sirenia
sirenian_mammal sea_cow
sirenian sea_cow
family_Trichechidae trichechidae
genus_Trichecus trichechus
Trichechus_manatus manatee
family_Dugongidae dugongidae
Dugong_dugon dugong
genus_Hydrodamalis hydrodamalis
Hydrodamalis_gigas steller's_sea_cow
order_Carnivora carnivora
suborder_Pinnipedia pinnipedia
pinniped pinniped_mammal
pinnatiped pinniped_mammal
crab-eating_seal crabeater_seal
family_Otariidae otariidae
genus_Arctocephalus arctocephalus
Arctocephalus_philippi guadalupe_fur_seal
genus_Callorhinus callorhinus
Callorhinus_ursinus alaska_fur_seal
genus_Otaria otaria
Otaria_Byronia south_american_sea_lion
genus_Zalophus zalophus
Zalophus_californianus california_sea_lion
Zalophus_californicus california_sea_lion
Zalophus_lobatus australian_sea_lion
genus_Eumetopias eumetopias
Steller's_sea_lion steller_sea_lion
Eumetopias_jubatus steller_sea_lion
family_Phocidae phocidae
true_seal earless_seal
hair_seal earless_seal
genus_Phoca phoca
common_seal harbor_seal
Phoca_vitulina harbor_seal
genus_Pagophilus pagophilus
Pagophilus_groenlandicus harp_seal
genus_Mirounga mirounga
sea_elephant elephant_seal
genus_Erignathus erignathus
squareflipper_square_flipper bearded_seal
Erignathus_barbatus bearded_seal
genus_Cystophora cystophora
bladdernose hooded_seal
Cystophora_cristata hooded_seal
family_Odobenidae odobenidae
genus_Odobenus odobenus
seahorse walrus
sea_horse walrus
Odobenus_rosmarus atlantic_walrus
Odobenus_divergens pacific_walrus
fissiped fissiped_mammal
order_Tubulidentata tubulidentata
family_Orycteropodidae orycteropodidae
genus_Orycteropus orycteropus
ant_bear aardvark
anteater aardvark
Orycteropus_afer aardvark
family_Canidae canidae
canid canine
genus_Canis canis
domestic_dog dog
Canis_familiaris dog
doggie pooch
doggy pooch
barker pooch
bow-wow pooch
mongrel cur
mutt cur
fice feist
pye-dog pariah_dog
pie-dog pariah_dog
toy toy_dog
Maltese_terrier maltese_dog
Maltese maltese_dog
Pekingese pekinese
Peke pekinese
hound_dog hound
Afghan afghan_hound
basset_hound basset
sleuthhound bloodhound
dachsie dachshund
badger_dog dachshund
sausage_hound sausage_dog
Walker_foxhound walker_hound
Russian_wolfhound borzoi
Ibizan_Podenco ibizan_hound
elkhound norwegian_elkhound
otter_hound otterhound
gazelle_hound saluki
deerhound scottish_deerhound
bull_terrier bullterrier
Staffordshire_bull_terrier staffordshire_bullterrier
Staffordshire_terrier american_staffordshire_terrier
American_pit_bull_terrier american_staffordshire_terrier
pit_bull_terrier american_staffordshire_terrier
ratter rat_terrier
black-and-tan_terrier manchester_terrier
toy_Manchester_terrier toy_manchester
wirehaired_terrier wirehair
wire-haired_terrier wirehair
Sealyham sealyham_terrier
Airedale_terrier airedale
cairn_terrier cairn
Dandie_Dinmont_terrier dandie_dinmont
Boston_terrier boston_bull
Scottish_terrier scotch_terrier
Scottie scotch_terrier
chrysanthemum_dog tibetan_terrier
Sydney_silky silky_terrier
Lhasa_apso lhasa
gun_dog sporting_dog
Spanish_pointer pointer
Hungarian_pointer vizsla
red_setter irish_setter
clumber_spaniel clumber
springer springer_spaniel
English_springer_spaniel english_springer
English_cocker_spaniel cocker_spaniel
cocker cocker_spaniel
wire-haired_pointing_griffon griffon
guard_dog watchdog
sheepdog shepherd_dog
sheep_dog shepherd_dog
Belgian_shepherd belgian_sheepdog
bobtail old_english_sheepdog
Shetland_sheep_dog shetland_sheepdog
Shetland shetland_sheepdog
Bouviers_des_Flandres bouvier_des_flandres
German_shepherd_dog german_shepherd
German_police_dog german_shepherd
alsatian german_shepherd
Doberman_pinscher doberman
English_bulldog bulldog
St_Bernard saint_bernard
sledge_dog sled_dog
husky eskimo_dog
malemute malamute
Alaskan_malamute malamute
coach_dog dalmatian
carriage_dog dalmatian
monkey_pinscher affenpinscher
monkey_dog affenpinscher
pug-dog pug
Newfoundland_dog newfoundland
Samoyede samoyed
chow_chow chow
Brussels_griffon griffon
Belgian_griffon griffon
Welsh_corgi corgi
Pembroke_Welsh_corgi pembroke
Cardigan_Welsh_corgi cardigan
poodle_dog poodle
grey_wolf timber_wolf
gray_wolf timber_wolf
Canis_lupus timber_wolf
Arctic_wolf white_wolf
Canis_lupus_tundrarum white_wolf
maned_wolf red_wolf
Canis_rufus red_wolf
Canis_niger red_wolf
prairie_wolf coyote
brush_wolf coyote
Canis_latrans coyote
Canis_aureus jackal
warrigal dingo
warragal dingo
Canis_dingo dingo
Cyon cuon
genus_Cuon cuon
genus_Cyon cuon
Cuon_alpinus dhole
genus_Dusicyon dusicyon
crab-eating_fox crab-eating_dog
Dusicyon_cancrivorus crab-eating_dog
genus_Nyctereutes nyctereutes
Nyctereutes_procyonides raccoon_dog
genus_Lycaeon lycaeon
hyena_dog african_hunting_dog
Cape_hunting_dog african_hunting_dog
Lycaon_pictus african_hunting_dog
family_Hyaenidae hyaenidae
hyaena hyena
Hyaena_hyaena striped_hyena
strand_wolf brown_hyena
Hyaena_brunnea brown_hyena
genus_Crocuta crocuta
laughing_hyena spotted_hyena
Crocuta_crocuta spotted_hyena
genus_Proteles proteles
Proteles_cristata aardwolf
genus_Vulpes vulpes
Vulpes_vulpes red_fox
Vulpes_fulva red_fox
prairie_fox kit_fox
Vulpes_velox kit_fox
Vulpes_macrotis kit_fox
genus_Alopex alopex
white_fox arctic_fox
Alopex_lagopus arctic_fox
genus_Urocyon urocyon
gray_fox grey_fox
Urocyon_cinereoargenteus grey_fox
family_Felidae felidae
felid feline
genus_Felis felis
true_cat cat
house_cat domestic_cat
Felis_domesticus domestic_cat
Felis_catus domestic_cat
kitty-cat kitty
puss kitty
pussy kitty
pussycat kitty
tomcat tom
queen tabby
kitty kitten
tabby_cat tabby
tortoiseshell-cat tortoiseshell
calico_cat tortoiseshell
Angora_cat angora
Siamese siamese_cat
Maltese_cat maltese
Abyssinian_cat abyssinian
Manx_cat manx
catamountain european_wildcat
Felis_silvestris european_wildcat
puma cougar
catamount cougar
mountain_lion cougar
painter cougar
panther cougar
Felis_concolor cougar
panther_cat ocelot
Felis_pardalis ocelot
jaguarundi_cat jaguarundi
jaguarondi jaguarundi
eyra jaguarundi
Felis_yagouaroundi jaguarundi
caffer_cat kaffir_cat
Felis_ocreata kaffir_cat
Felis_chaus jungle_cat
Felis_serval serval
Felis_bengalensis leopard_cat
Felis_tigrina tiger_cat
margay_cat margay
Felis_wiedi margay
Pallas's_cat manul
Felis_manul manul
catamount lynx
Lynx_lynx common_lynx
Lynx_canadensis canada_lynx
bay_lynx bobcat
Lynx_rufus bobcat
Lynx_pardina spotted_lynx
desert_lynx caracal
Lynx_caracal caracal
cat big_cat
genus_Panthera panthera
Panthera_pardus leopard
ounce snow_leopard
Panthera_uncia snow_leopard
panther jaguar
Panthera_onca jaguar
Felis_onca jaguar
king_of_beasts lion
Panthera_leo lion
Panthera_tigris tiger
tigon tiglon
genus_Acinonyx acinonyx
chetah cheetah
Acinonyx_jubatus cheetah
sabertooth saber-toothed_tiger
genus_Smiledon smiledon
genus_Nimravus nimravus
family_Ursidae ursidae
genus_Ursus ursus
bruin brown_bear
Ursus_arctos brown_bear
Ursus_arctos_syriacus syrian_bear
grizzly_bear grizzly
silvertip grizzly
silver-tip grizzly
Ursus_horribilis grizzly
Ursus_arctos_horribilis grizzly
Kodiak_bear alaskan_brown_bear
Kodiak alaskan_brown_bear
Ursus_middendorffi alaskan_brown_bear
Ursus_arctos_middendorffi alaskan_brown_bear
genus_Euarctos euarctos
black_bear american_black_bear
Ursus_americanus american_black_bear
Euarctos_americanus american_black_bear
genus_Selenarctos selenarctos
black_bear asiatic_black_bear
Ursus_thibetanus asiatic_black_bear
Selenarctos_thibetanus asiatic_black_bear
genus_Thalarctos thalarctos
polar_bear ice_bear
Ursus_Maritimus ice_bear
Thalarctos_maritimus ice_bear
genus_Melursus melursus
Melursus_ursinus sloth_bear
Ursus_ursinus sloth_bear
family_Viverridae viverridae
Viverrinae viverridae
family_Viverrinae viverridae
viverrine_mammal viverrine
civet_cat civet
genus_Viverra viverra
Viverra_zibetha large_civet
genus_Viverricula viverricula
Viverricula_indica small_civet
Viverricula_malaccensis small_civet
genus_Arctictis arctictis
bearcat binturong
Arctictis_bintourong binturong
genus_Cryptoprocta cryptoprocta
fossa_cat fossa
Cryptoprocta_ferox fossa
genus_Fossa fossa
Fossa_fossa fanaloka
genus_Genetta genetta
Genetta_genetta genet
genus_Hemigalus hemigalus
Hemigalus_hardwickii banded_palm_civet
genus_Herpestes herpestes
Herpestes_nyula indian_mongoose
Herpestes_ichneumon ichneumon
genus_Paradoxurus paradoxurus
palm_civet palm_cat
genus_Suricata suricata
mierkat meerkat
Suricata_suricatta slender-tailed_meerkat
Suricata_tetradactyla suricate
order_Chiroptera chiroptera
chiropteran bat
suborder_Megachiroptera megachiroptera
megabat fruit_bat
genus_Pteropus pteropus
genus_Nyctimene nyctimene
harpy_bat harpy
tube-nosed_bat harpy
tube-nosed_fruit_bat harpy
genus_Cynopterus cynopterus
suborder_Microchiroptera microchiroptera
microbat carnivorous_bat
leaf-nosed_bat leafnose_bat
family_Phyllostomidae phyllostomidae
Phyllostomatidae phyllostomidae
family_Phyllostomatidae phyllostomidae
Macrotus_californicus macrotus
genus_Phyllostomus phyllostomus
genus_Choeronycteris choeronycteris
Choeronycteris_mexicana hognose_bat
family_Rhinolophidae rhinolophidae
family_Hipposideridae hipposideridae
genus_Hipposideros hipposideros
genus_Rhinonicteris rhinonicteris
orange_horseshoe_bat orange_bat
Rhinonicteris_aurantius orange_bat
family_Megadermatidae megadermatidae
false_vampire_bat false_vampire
genus_Megaderma megaderma
Megaderma_lyra big-eared_bat
family_Vespertilionidae vespertilionidae
vespertilionid vespertilian_bat
genus_Vespertilio vespertilio
Vespertilio_murinus frosted_bat
genus_Lasiurus lasiurus
Lasiurus_borealis red_bat
genus_Myotis myotis
little_brown_myotis little_brown_bat
Myotis_leucifugus little_brown_bat
Myotis_velifer cave_myotis
genus_Eptesicus eptesicus
Eptesicus_fuscus big_brown_bat
European_brown_bat serotine
Eptesicus_serotinus serotine
genus_Antrozous antrozous
cave_bat pallid_bat
Antrozous_pallidus pallid_bat
genus_Pipistrellus pipistrellus
pipistrel pipistrelle
Pipistrellus_pipistrellus pipistrelle
Pipistrellus_subflavus eastern_pipistrel
SPipistrellus_hesperus western_pipistrel
genus_Euderma euderma
spotted_bat jackass_bat
Euderma_maculata jackass_bat
genus_Plecotus plecotus
Plecotus_townsendi western_big-eared_bat
family_Molossidae molossidae
genus_Tadarida tadarida
free-tailed_bat freetail
freetailed_bat freetail
Mexican_freetail_bat guano_bat
Tadarida_brasiliensis guano_bat
pocketed_freetail_bat pocketed_bat
Tadirida_femorosacca pocketed_bat
genus_Eumops eumops
family_Desmodontidae desmodontidae
true_vampire_bat vampire_bat
genus_Desmodus desmodus
genus_Diphylla diphylla
Diphylla_ecaudata hairy-legged_vampire_bat
fore-wing forewing
fore_wing forewing
haltere halter
balancer halter
pinion pennon
elytron wing_case
predatory_animal predator
quarry prey
foot animal_foot
cloven_hoof cloven_foot
caliculus calyculus
calycle calyculus
eyecup optic_cup
chela claw
nipper claw
pincer claw
bob bobtail
dock bobtail
class_Insecta insecta
Hexapoda insecta
class_Hexapoda insecta
ephemeral ephemeron
metabola holometabola
order_mantophasmatodea mantophasmatodea
order_Mecoptera mecoptera
family_Panorpidae panorpidae
family_Bittacidae bittacidae
order_Collembola collembola
springtail collembolan
order_Protura protura
telsontail proturan
order_Coleoptera coleoptera
family_Cicindelidae cicindelidae
family_Coccinellidae coccinellidae
ladybeetle ladybug
lady_beetle ladybug
ladybird ladybug
ladybird_beetle ladybug
genus_Adalia adalia
Adalia_bipunctata two-spotted_ladybug
genus_Epilachna epilachna
bean_beetle mexican_bean_beetle
Epilachna_varivestis mexican_bean_beetle
genus_Hippodamia hippodamia
genus_Rodolia rodolia
genus_Vedalia rodolia
Rodolia_cardinalis vedalia
family_Carabidae carabidae
carabid_beetle ground_beetle
genus_Brachinus brachinus
searcher_beetle searcher
Calosoma_scrutator searcher
family_Lampyridae lampyridae
lightning_bug firefly
family_Cerambycidae cerambycidae
longicorn long-horned_beetle
longicorn_beetle long-horned_beetle
genus_Monochamus monochamus
sawyer_beetle sawyer
family_Chrysomelidae chrysomelidae
chrysomelid leaf_beetle
genus_Leptinotarsa leptinotarsa
Colorado_beetle colorado_potato_beetle
potato_bug colorado_potato_beetle
potato_beetle colorado_potato_beetle
Leptinotarsa_decemlineata colorado_potato_beetle
family_Dermestidae dermestidae
carpet_bug carpet_beetle
Anthrenus_scrophulariae buffalo_carpet_beetle
family_Cleridae cleridae
clerid clerid_beetle
superfamily_Lamellicornia lamellicornia
family_Scarabaeidae scarabaeidae
scarabaeid scarabaeid_beetle
scarabaean scarabaeid_beetle
scarabaeus scarab
Scarabaeus_sacer scarab
June_bug june_beetle
May_bug june_beetle
May_beetle june_beetle
figeater green_june_beetle
genus_Popillia popillia
Popillia_japonica japanese_beetle
genus_Anomala anomala
Asiatic_beetle oriental_beetle
Anomala_orientalis oriental_beetle
subfamily_Melolonthidae melolonthidae
genus_Melolontha melolontha
May_bug cockchafer
May_beetle cockchafer
Melolontha_melolontha cockchafer
genus_Macrodactylus macrodactylus
rose_bug rose_chafer
Macrodactylus_subspinosus rose_chafer
subfamily_Cetoniidae cetoniidae
genus_Cetonia cetonia
rose_beetle rose_chafer
Cetonia_aurata rose_chafer
family_Lucanidae lucanidae
family_Elateridae elateridae
elater elaterid_beetle
elaterid elaterid_beetle
skipjack click_beetle
snapping_beetle click_beetle
genus_Pyrophorus pyrophorus
fire_beetle firefly
Pyrophorus_noctiluca firefly
family_Dytiscidae dytiscidae
family_Gyrinidae gyrinidae
family_Anobiidae anobiidae
deathwatch deathwatch_beetle
Xestobium_rufovillosum deathwatch_beetle
family_Curculionidae curculionidae
genus_Anthonomus anthonomus
Anthonomus_grandis boll_weevil
family_Meloidae meloidae
meloid blister_beetle
family_Scolytidae scolytidae
Ipidae scolytidae
family_Ipidae scolytidae
genus_Scolytus scolytus
Scolytus_multistriatus dutch-elm_beetle
genus_Dendroctonus dendroctonus
Dendroctonus_rufipennis spruce_bark_beetle
family_Staphylinidae staphylinidae
family_Tenebrionidae tenebrionidae
darkling_groung_beetle darkling_beetle
tenebrionid darkling_beetle
genus_Tribolium tribolium
flour_weevil flour_beetle
family_Bruchidae bruchidae
seed_weevil seed_beetle
genus_Bruchus bruchus
Bruchus_pisorum pea_weevil
genus_Acanthoscelides acanthoscelides
Acanthoscelides_obtectus bean_weevil
genus_Sitophylus sitophylus
black_weevil rice_weevil
Sitophylus_oryzae rice_weevil
Anoplophora_glabripennis asian_longhorned_beetle
order_Embioptera embioptera
Embiodea embioptera
order_Embiodea embioptera
order_Anoplura anoplura
sucking_louse louse
family_Pediculidae pediculidae
genus_Pediculus pediculus
Pediculus_humanus common_louse
Pediculus_capitis head_louse
cootie body_louse
Pediculus_corporis body_louse
family_Phthiriidae phthiriidae
genus_Phthirius phthirius
Phthirus phthirius
genus_Phthirus phthirius
pubic_louse crab_louse
crab crab_louse
Phthirius_pubis crab_louse
order_Mallophaga mallophaga
biting_louse bird_louse
louse bird_louse
genus_Menopon menopon
shaft_louse chicken_louse
Menopon_palladum chicken_louse
Menopon_gallinae chicken_louse
order_Siphonaptera siphonaptera
family_Pulicidae pulicidae
genus_Pulex pulex
genus_Ctenocephalides ctenocephalides
genus_Ctenocephalus ctenocephalus
Ctenocephalides_canis dog_flea
Ctenocephalides_felis cat_flea
genus_Tunga tunga
chigger chigoe
chigoe_flea chigoe
Tunga_penetrans chigoe
genus_Echidnophaga echidnophaga
sticktight_flea sticktight
Echidnophaga_gallinacea sticktight
order_Diptera diptera
two-winged_insects dipterous_insect
dipteran dipterous_insect
dipteron dipterous_insect
family_Cecidomyidae cecidomyidae
gallfly gall_midge
gall_gnat gall_midge
genus_Mayetiola mayetiola
Mayetiola_destructor hessian_fly
superfamily_Muscoidea muscoidea
family_Muscidae muscidae
calypter alula
genus_Musca musca
house_fly housefly
Musca_domestica housefly
family_Glossinidae glossinidae
tsetse tsetse_fly
tzetze_fly tsetse_fly
tzetze tsetse_fly
glossina tsetse_fly
family_Calliphoridae calliphoridae
genus_Calliphora calliphora
blow_fly blowfly
Calliphora_vicina bluebottle
genus_Lucilia lucilia
greenbottle_fly greenbottle
genus_Sarcophaga sarcophaga
Sarcophaga_carnaria flesh_fly
family_Tachinidae tachinidae
family_Gasterophilidae gasterophilidae
genus_Gasterophilus gasterophilus
Gasterophilus_intestinalis horse_botfly
family_Cuterebridae cuterebridae
genus_Cuterebra cuterebra
genus_Dermatobia dermatobia
Dermatobia_hominis human_botfly
family_Oestridae oestridae
Hypodermatidae oestridae
family_Hypodermatidae oestridae
genus_Oestrus oestrus
sheep_gadfly sheep_botfly
Oestrus_ovis sheep_botfly
